Facility Name,Registration No,License Number,Ownership,Establishment Year,Street,County,Licence Status,Facility Status,Valid Till
SION CHEMIST (Elgeyo Marakwet),PPB/S/552,BU202600933,SOLE PROPRIETOR,2012,ITEN-KAPSOWAR,Elgeyo Marakwet,VALID,ACTIVE,2026-12-31
SIPHARM PHARMACY,PPB/S/9151,BU202602964,SOLE PROPRIETOR,2023,EMBU -KIRITIRI,Embu,VALID,ACTIVE,2026-12-31
SIPICHEM PHARMACEUTICALS (Laikipia),PPB/S/298 B,BU202604927,SOLE PROPRIETOR,0000,KENYATTA ROAD,Laikipia,VALID,ACTIVE,2026-12-31
SIPILO CHEMIST-NANYUKI,PPB/S/9129,BU202601965,SOLE PROPRIETOR,2023,MOSQUE ROAD,Laikipia,VALID,ACTIVE,2026-12-31
SIPPI PHARMACY (Kakamega),PPB/S/416,BU202606716,SOLE PROPRIETOR,1914,ELDORET-UGANGA,Uasin Gishu,VALID,ACTIVE,2026-12-31
SIR ORICH CHEMIST (Bungoma),PPB/S/1400,BU202607777,SOLE PROPRIETOR,2018,BRIGADIER - SOY ROAD,Bungoma,VALID,ACTIVE,2026-12-31
SIRA HEALTHCARE PHARMACY LTD - RUNDA,PPB/S/9539,BU202607882,PARTNERSHIP,2025,NORTHERN BYPASS,,VALID,ACTIVE,2026-12-31
SIRET WEST CHEMIST,PPB/S/6792,BU202601110,SOLE PROPRIETOR,2022,STAGE,Nandi,VALID,ACTIVE,2026-12-31
SIRIMON PHARMACY-NAKURU (Nakuru),PPB/S/444,BU202604566,SOLE PROPRIETOR,0000,,Nakuru,VALID,ACTIVE,2026-12-31
SIRON PHARMACEUTICALS LIMITED (Kiambu),PPB/S/9085,BU202600902,SOLE PROPRIETOR,2022,KAHAWA SUKARI ROAD,Kiambu,VALID,ACTIVE,2026-12-31
SIRON PHARMACEUTICALS LIMITED-KIHUNGURO,PPB/S/9105,BU202600851,SOLE PROPRIETOR,2022,KIHUNGURO ROAD,Kiambu,VALID,ACTIVE,2026-12-31
SITE PHARMACY (Kiambu),PPB/S/0888,BU202602405,SOLE PROPRIETOR,2014,,Murang'a,VALID,ACTIVE,2026-12-31
SITET PHARMACEUTICALS,PPB/S/9225,BU202601985,SOLE PROPRIETOR,2023,ELKEYO -MARAKWET ROAD,Elgeyo Marakwet,VALID,ACTIVE,2026-12-31
SITEVIEW PHARMACY,PPB/S/9429,BU202600920,SOLE PROPRIETOR,2024,RESORT ROAD,,VALID,ACTIVE,2026-12-31
SIWA PHARMACEUTICALS (Nakuru),PPB/S/1110,BU202606273,SOLE PROPRIETOR,2016,KENYATTA AVENUE,Nakuru,VALID,ACTIVE,2026-12-31
SIWAMU PHARMACY,PPB/S/9377,BU202602008,SOLE PROPRIETOR,2024,CATHOLIC COUNTY GOVERNMENT ROAD,,VALID,ACTIVE,2026-12-31
SIX THREE FIVE INVESTMENTS COMPANYLIMITED,PPB/S/9464,BU202600908,PARTNERSHIP,2025,JUJO  ROAD,,VALID,ACTIVE,2026-12-31
SK PHARMACEUTICALS,PPB/S/9303,BU202606896,PARTNERSHIP,2024,KIKUYU ROAD,,VALID,ACTIVE,2026-12-31
SKANA CHEMIST,PPB/S/9133,BU202602952,SOLE PROPRIETOR,2022,STAGE STREET,Murang'a,VALID,ACTIVE,2026-12-31
SKATES PHARMACEUTICALS -UTAWALA (Nairobi),PPB/S/932,BU202605645,SOLE PROPRIETOR,2014,MIHANGO,Nairobi,VALID,ACTIVE,2026-12-31
SKIPHARM CHEMIST,PPB/S/9058,BU202603107,SOLE PROPRIETOR,2022,KOMAROCK ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SKUTA NIGHT CHEMIST (Nyeri),PPB/S/1477,BU202607605,SOLE PROPRIETOR,2020,NYERI-KARATINA ROAD,Nyeri,VALID,ACTIVE,2026-12-31
SKY-END PHARMACY LIMITED (Kisii),PPB/S/804,BU202603855,SOLE PROPRIETOR,2014,KISII NYAMIRA,Kisii,VALID,ACTIVE,2026-12-31
SKYCARE CHEMIST (Uasin Gishu),PPB/S/1215,BU202602553,SOLE PROPRIETOR,2017,ELDORET-NAKURU ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SKYCURE PHARMACEUTICALS (Bungoma),PPB/S/1080,BU202602459,SOLE PROPRIETOR,2016,CHEPTAIS HOSPITAL ROAD,Bungoma,VALID,ACTIVE,2026-12-31
SKYLA CHEMIST (Uasin Gishu),PPB/S/367,BU202607459,PARTNERSHIP,2010,MARKET STREET,Uasin Gishu,VALID,ACTIVE,2026-12-31
SKYLEX PHARMACY LIMITED-KAPSOIT (Kericho),PPB/S/1507,BU202602948,PARTNERSHIP,2020,KAPSOIT HIGHWAY,Kericho,VALID,ACTIVE,2026-12-31
SKYLINK CHEMIST-NAIROBI (Nairobi),PPB/S/375,BU202601854,SOLE PROPRIETOR,2012,DIGO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SKYLLIM CHEMIST (Mombasa),PPB/S/976,BU202605314,SOLE PROPRIETOR,2015,OLD MALINDI ROAD,Mombasa,VALID,ACTIVE,2026-12-31
SKYMED PHARMACY (Nairobi),PPB/S/1048,BU202606914,SOLE PROPRIETOR,2014,CHOKAA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SKYPHARM CHEMIST-KARURUMO (Embu),PPB/S/1022,BU202602018,SOLE PROPRIETOR,2015,EMBU-ISHIARA ROAD,Embu,VALID,ACTIVE,2026-12-31
SKYVIEW CHEMIST (Kakamega),PPB/S/1590,BU202602851,SOLE PROPRIETOR,2021,BUTERE-SHIATSALA,Busia,VALID,ACTIVE,2026-12-31
SKYVION PHARMACY- KITENGELA,PPB/S/9465,BU202600234,SOLE PROPRIETOR,2021,KYANG'OMBE,,VALID,ACTIVE,2026-12-31
SKYWAY MEDICAL CENTRE (Nairobi),PPB/S/432,BU202606696,PRIVATE COMPANY (LIMITED),2010,UTAWALA STREET,Nairobi,VALID,ACTIVE,2026-12-31
SLENMARK PHARMACY (Kirinyaga),PPB/S/1242,BU202606840,SOLE PROPRIETOR,2017,KUTUS ROAD,Kirinyaga,VALID,ACTIVE,2026-12-31
SM PHARMACY LTD,PPB/S/9135,BU202604362,PRIVATE COMPANY (LIMITED),2022,KONA BABLA STREET,Kwale,VALID,ACTIVE,2026-12-31
SMART HIGHWAY CHEMIST (Bungoma),PPB/S/1014,BU202600552,SOLE PROPRIETOR,2015,WEBUYE- MALABA HIGHWAY,Bungoma,VALID,ACTIVE,2026-12-31
SMART SAMARITAN HEALTH CARE,PPB/S/9396,BU202600312,SOLE PROPRIETOR,2023,MACHAKOS KANGUNDO ROAD,,VALID,ACTIVE,2026-12-31
SMARTCARE CHEMIST (Homa Bay),PPB/S/1067,BU202601345,SOLE PROPRIETOR,2016,HOMA BAY RNGO ROAD,Homa Bay,VALID,ACTIVE,2026-12-31
SMARTDOSE CHEMIST,PPB/S/9528,BU202606631,SOLE PROPRIETOR,2025,TONONOKA,,VALID,ACTIVE,2026-12-31
SMARTEX CHEMIST (Nairobi),PPB/S/1470,BU202606527,SOLE PROPRIETOR,2020,MARKET ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SMARTLIFE PHARMACY (Nairobi),PPB/S/962,BU202602506,SOLE PROPRIETOR,2015,OFF OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SMARTPOINT PHARMACARE (Kajiado),PPB/S/1285,BU202600316,SOLE PROPRIETOR,2017,KWARE,Kajiado,VALID,ACTIVE,2026-12-31
SMATMED CHEMIST (Vihiga),PPB/S/898,BU202603721,SOLE PROPRIETOR,2014,KISUMU - BUSIA RD,Vihiga,VALID,ACTIVE,2026-12-31
SNEADS PHARMACY,PPB/S/9075,BU202602430,SOLE PROPRIETOR,2022,UGANDA ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SNOW PHARMACY LTD (Kitui),PPB/S/159,BU202604421,PRIVATE COMPANY (LIMITED),2014,BIASHARA ST.,Kitui,VALID,ACTIVE,2026-12-31
SNOW PHARMACY-MUTOMO (Kitui),PPB/S/1189,BU202604422,PRIVATE COMPANY (LIMITED),2024,KALUNDU - KIBWEZI ROAD,Kitui,VALID,ACTIVE,2026-12-31
SNOWBALL PHARMACEUTICALS LIMITED,PPB/S/9086,BU202603411,PRIVATE COMPANY (LIMITED),2014,HOSPITAL ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SNOWBALL PHARMACEUTICALS LIMITED - WESTLANDS,PPB/S/9483,BU202603705,PARTNERSHIP,2025,MUTHITHI RD,,VALID,ACTIVE,2026-12-31
SOET GAA PHARMACY -BOMBULULU,PPB/S/9461,BU202601466,SOLE PROPRIETOR,2023,MALINDI ROAD,,VALID,ACTIVE,2026-12-31
SOFICARE PHARMACY LIMITED,PPB/S/9552,BU202601291,PRIVATE COMPANY (LIMITED),2025,MOUNT KENYA ROAD,,VALID,ACTIVE,2026-12-31
SOGOM CHEMIST (Bomet),PPB/S/1665,BU202605778,SOLE PROPRIETOR,2021,CEREALS ROAD,Bomet,VALID,ACTIVE,2026-12-31
SOGOMO  CHEMIST,PPB/S/9533,BU202601339,SOLE PROPRIETOR,2014,ITEN -ELDORET,,VALID,ACTIVE,2026-12-31
SOGOO PHARMACY,PPB/S/9398,BU202604925,SOLE PROPRIETOR,2024,SOGOO-OLOLULUNG'A ROAD,,VALID,ACTIVE,2026-12-31
SOIPHARM CHEMIST (Uasin Gishu),PPB/S/1760,BU202605969,SOLE PROPRIETOR,2020,KISUMU RD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SOKOKE CHEMISTS (Uasin Gishu),PPB/S/966,BU202602751,PARTNERSHIP,2014,NAIROBI,Uasin Gishu,VALID,ACTIVE,2026-12-31
SOKOMO PHARMACY (Uasin Gishu),PPB/S/668,BU202600545,SOLE PROPRIETOR,2013,UGANDA RD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SOL PHARMACY LIMITED,PPB/S/9453,BU202604612,PRIVATE COMPANY (LIMITED),2024,MARKET,,VALID,ACTIVE,2026-12-31
SOLACE PHARMACY (Nairobi),PPB/S/429,BU202600490,SOLE PROPRIETOR,2013,MAIN STREET,Nairobi,VALID,ACTIVE,2026-12-31
SOLAG PHARMACEUTICAL LIMITED (Nairobi),PPB/S/1645,BU202606766,PARTNERSHIP,2021,WOODSTREET-CALIFOR,Nairobi,VALID,ACTIVE,2026-12-31
SOLCHEM PHARMACEUTICAL,PPB/S/9354,BU202606538,SOLE PROPRIETOR,2024,NJORO ELBURGON ROAD,,VALID,ACTIVE,2026-12-31
SOLEADA PHARMACY,PPB/S/6798,BU202602107,SOLE PROPRIETOR,2022,SICHILAYI,Kakamega,VALID,ACTIVE,2026-12-31
SOLICARE DISPENSING CHEMIST (Nairobi),PPB/S/1552,BU202607649,SOLE PROPRIETOR,2021,MURATA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SOLONAKS PHARMACEUTICALS LTD,PPB/S/9314,BU202605339,PARTNERSHIP,2024,OGINGA ODINGA ROAD,,VALID,ACTIVE,2026-12-31
SOLUTION SAVANT,PPB/S/9233,BU202600697,SOLE PROPRIETOR,2023,OUTERING ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SOMBOGO CHEMIST,PPB/S/9436,BU202600573,SOLE PROPRIETOR,2024,MARANI-NYAGOTO,,VALID,ACTIVE,2026-12-31
SONACHEM PHARMACEUTICALS (Nairobi),PPB/S/77,BU202604651,SOLE PROPRIETOR,1914,MUNYU ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SONIC LIFESTYLE PHARMACY (Nairobi),PPB/S/1413,BU202605978,SOLE PROPRIETOR,2018,GITHURAI ROAD OFF KAMITI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SONKA PHARMACEUTICALS,PPB/S/9005,BU202601505,SOLE PROPRIETOR,2021,DAGORETI MARKET ROAD,Kiambu,VALID,ACTIVE,2026-12-31
SONMA PHARMACY LTD-EASTLEIGH (Nairobi),PPB/G/1284,BU202603164,SOLE PROPRIETOR,2021,JUJA ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SONMA PHARMACY LTD-MOWLEM (Nairobi),PPB/T/5598,BU202602961,SOLE PROPRIETOR,2021,KOMAROCK,Nairobi,VALID,ACTIVE,2026-12-31
SONNET CHEMIST,PPB/S/9211,BU202606938,SOLE PROPRIETOR,2023,RACE TRACK,Nakuru,VALID,ACTIVE,2026-12-31
SONOYAA CHEMIST,PPB/S/9492,BU202604379,SOLE PROPRIETOR,2025,NANDI,,VALID,ACTIVE,2026-12-31
SONS AND SONS PHARMACY (Kisii),PPB/S/545,BU202606539,SOLE PROPRIETOR,2011,,Kisii,VALID,ACTIVE,2026-12-31
SONS JOYLAB CHEMIST (Kisii),PPB/S/1497,BU202604436,SOLE PROPRIETOR,2015,KISII- RONGO ROAD,Kisii,VALID,ACTIVE,2026-12-31
SONYCARE GLOBAL PHARMA (K) LIMITED (Kericho),PPB/S/1706,BU202607935,PARTNERSHIP,2021,ISACK SALAT,Kericho,VALID,ACTIVE,2026-12-31
SONYCHEM PHARMACY,PPB/S/9313,BU202606920,SOLE PROPRIETOR,2024,BUNGOMA CHWELE ROAD,,VALID,ACTIVE,2026-12-31
SOORYA HEALTH PHARMACY LTD,PPB/S/9380,BU202604033,PRIVATE COMPANY (LIMITED),2024,CARNIVORE LINK ROAD  KUTCH PRANT,,VALID,ACTIVE,2026-12-31
SOOTHING REMEDIES LIMITED (WESTLANDS),PPB/S/9258,BU202600526,PRIVATE COMPANY (LIMITED),2021,WAIYAKI WAY,,VALID,ACTIVE,2026-12-31
SOSIOT PHARMACEUTICALS (Kericho),PPB/S/514,BU202603155,SOLE PROPRIETOR,2011,KERICHO SONDU RD,Kericho,VALID,ACTIVE,2026-12-31
SOSOK CHEMIST (Uasin Gishu),PPB/S/1266,BU202605445,SOLE PROPRIETOR,2017,ELDORET-NDALAT ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SOSSIAN-DUO CHEMIST (Uasin Gishu),PPB/S/1199,BU202600875,SOLE PROPRIETOR,2017,NANDI ROAD,Uasin Gishu,VALID,ACTIVE,2026-12-31
SOTIK PHARMACEUTICAL CHEMISTS (Bomet),PPB/S/1138,BU202602332,SOLE PROPRIETOR,2016,BOMET - SOTIK STREET,Bomet,VALID,ACTIVE,2026-12-31
SOUMILA CHEMIST (Mombasa),PPB/S/1468,BU202603444,SOLE PROPRIETOR,2020,MAJENGO ROAD,Mombasa,VALID,ACTIVE,2026-12-31
SOUTH LINK CHEMIST (Meru),PPB/S/1348,BU202607040,PRIVATE COMPANY (LIMITED),2018,NKUBU-MERU,Meru,VALID,ACTIVE,2026-12-31
SOUTH POINT MEDICAL CENTER LIMITED,PPB/S/9420,BU202606073,PRIVATE COMPANY (LIMITED),2025,MCHUMBI ROAD.,,VALID,ACTIVE,2026-12-31
SOUTHMED PHARMACEUTICALS  (Nairobi),PPB/S/1528,BU202603358,SOLE PROPRIETOR,2020,POPO ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SOUTHPHARM (K) LTD SOUTH B (Nairobi),PPB/S/967,BU202603331,PRIVATE COMPANY (LIMITED),2014,MCHUMBI ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SOUTHPORT PHARMACY (Nairobi),PPB/S/273,BU202605016,SOLE PROPRIETOR,1914,DAGORETTI MARKET,Nairobi,VALID,ACTIVE,2026-12-31
SOUTHRISE  PHARMACY LIMITED,PPB/S/9412,BU202601422,PRIVATE COMPANY (LIMITED),2024,POPO ROAD,,VALID,ACTIVE,2026-12-31
SOUVAN PHARMACEUTICALS (Bomet),PPB/S/1745,BU202607198,SOLE PROPRIETOR,2021,HOSPITAL ROAD,Bomet,VALID,ACTIVE,2026-12-31
SOYCARE PHARMACY (Uasin Gishu),PPB/S/761,BU202606773,SOLE PROPRIETOR,2014,ELDORET KITALE RD,Kakamega,VALID,ACTIVE,2026-12-31
SPARKEM CHEMIST (Mombasa),PPB/S/800,BU202605499,SOLE PROPRIETOR,2013,MAGONGO RD,Mombasa,VALID,ACTIVE,2026-12-31
SPEC PHARMCEUTICALS,PPB/S/9340,BU202607442,SOLE PROPRIETOR,2024,KITENGELA - NAMANGA ROAD,,VALID,ACTIVE,2026-12-31
SPENSA PHARMACY (Kajiado),PPB/S/1140,BU202606648,SOLE PROPRIETOR,2016,MIRIAM'S ROAD,Kajiado,VALID,ACTIVE,2026-12-31
SPINC PHARMACEUTICALS (Bungoma),PPB/S/238,BU202602767,SOLE PROPRIETOR,1914,MUMIAS RD,Bungoma,VALID,ACTIVE,2026-12-31
SPINNEY HEALTH PHARMACY,PPB/S/9193,BU202602157,SOLE PROPRIETOR,2023,MURERA ROAD,Kiambu,VALID,ACTIVE,2026-12-31
SPIRA PHARMACY (Nairobi),PPB/S/1737,BU202606209,PARTNERSHIP,2021,GARAGE ROAD,Nairobi,VALID,ACTIVE,2026-12-31
SPRING TREE PHARMACY (Murang'a),PPB/S/1198,BU202605031,SOLE PROPRIETOR,2017,THIKA-MURANGA ROAD,Murang'a,VALID,ACTIVE,2026-12-31
SPRYLIFE PHARMACY LIMITED (Nairobi),PPB/S/1486,BU202600970,PRIVATE COMPANY (LIMITED),2019,PARKLANDS AVENUE,Nairobi,VALID,ACTIVE,2026-12-31
SPURS PHARMACY LTD (Kajiado),PPB/S/1484,BU202600031,PRIVATE COMPANY (LIMITED),2020,MAGADI ROAD,Kajiado,VALID,ACTIVE,2026-12-31
ST BRIGIDS CHEMIST (Uasin Gishu),PPB/S/955,BU202606612,SOLE PROPRIETOR,2014,,Uasin Gishu,VALID,ACTIVE,2026-12-31
ST JUDE HURUMA PHARMACY (Nairobi),PPB/S/1182,BU202606591,SOLE PROPRIETOR,2016,BIAFRA,Nairobi,VALID,ACTIVE,2026-12-31
ST TROPIKEL PHARMACY,PPB/S/9360,BU202607230,SOLE PROPRIETOR,2023,ITHEKAHUNO,,VALID,ACTIVE,2026-12-31
ST-VINCENTCHEMIST,PPB/S/9298,BU202602196,SOLE PROPRIETOR,2024,MAMA WAHU ROAD,,VALID,ACTIVE,2026-12-31
ST.  BAKHITA CHEMIST (Machakos),PPB/S/1343,BU202601202,PARTNERSHIP,2018,KISIIKI-SOFIA,Machakos,VALID,ACTIVE,2026-12-31
ST. FRANCIS HOSPITAL- SULTAN HAMUD,PPB/S/9324,BU202604432,SOLE PROPRIETOR,2024,NAIROBI -MOMBASA HIGHWAY,,VALID,ACTIVE,2026-12-31
ST. GEORGE'S MEDICAL CENTRE LIMITED,PPB/S/9515,BU202603475,SOLE PROPRIETOR,2025,OGINGA ODINGA,,VALID,ACTIVE,2026-12-31
ST. JAMES HEALTHCARE KIAMBU (Kiambu),PPB/S/563,BU202607228,SOLE PROPRIETOR,2012,BIASHARA STREET,Kiambu,VALID,ACTIVE,2026-12-31
ST. JOSEPH CATHOLIC HEALTH CENTRE SIRIMA PARISH,PPB/S/9017,BU202603616,PARTNERSHIP,2018,OLD NGOBIT ROAD,Laikipia,VALID,ACTIVE,2026-12-31
ST. LISSY HEALTHCARE PHARMACY (Nairobi),PPB/S/905,BU202603157,SOLE PROPRIETOR,2014,MIREMA ROAD SPORTS VIEW,Nairobi,VALID,ACTIVE,2026-12-31
ST. PATRICK HEALTHCARE CENTRE LTD-MACHAKOS.,PPB/S/9390,BU202602935,SOLE PROPRIETOR,2024,MURANG'A ROAD,,VALID,ACTIVE,2026-12-31
STAGE CARE CHEMIST (Kiambu),PPB/S/835,BU202604083,SOLE PROPRIETOR,2014,MATHIGU STREET,Kiambu,VALID,ACTIVE,2026-12-31
